vOTU,AI05,AI15,AI20,AI28,AI40,AII05,AII15,AII20,AII28,AII40,AIII05,AIII15,AIII20,AIII28,AIII40
VIRSorter_NODE_2509_length_4001_cov_2_72276-cat_2,0,0,0,0,13.21879062,0,0,0,0,11.60157491,0,0,0,0,9.252857911
VIRSorter_NODE_2531_length_3980_cov_2_87847-cat_2,0,0,0,0,12.16128737,0,0,0,0,13.29852168,0,0,0,0,11.74065461
VIRSorter_NODE_2557_length_3949_cov_10_2781-cat_2,0,0,0,0,48.4940776,0,0,0,9.547440107,44.29377404,0,0,0,12.18475783,45.5223151
VIRSorter_NODE_2561_length_3948_cov_3_48035-cat_2,0,0,4.125377472,6.24803676,19.33720228,0,0,0,0,17.10799404,0,0,0,5.727220557,14.1411602
VIRSorter_NODE_2568_length_3940_cov_4_23295-cat_2,0,0,0,9.06308629,14.57843766,0,0,0,17.12923078,13.09073228,0,0,0,12.76132366,11.17326238
VIRSorter_NODE_2570_length_3939_cov_2_65808-cat_2,0,0,6.100558201,5.767418548,15.06942131,0,0,0,8.817341746,14.16431085,0,0,0,5.573469669,14.40303354
VIRSorter_NODE_2584_length_3928_cov_5_35786-cat_2,0,0,0,10.67659029,29.91223478,0,0,0,14.43348298,31.93030466,0,0,0,14.87539836,31.90490157
VIRSorter_NODE_2598_length_3917_cov_2_79415-cat_2,0,0,0,0,10.49949655,0,0,0,0,10.874312,0,0,0,0,9.03463013
VIRSorter_NODE_2611_length_3902_cov_4_45022-cat_2,0,0,24.10220535,10.81390978,25.83329368,0,0,16.03299962,19.99346281,29.19441088,0,0,23.10051594,14.18351937,19.33498139
VIRSorter_NODE_2629_length_3881_cov_3_59801-cat_2,0,0,4.900448391,0,13.70977428,0,0,0,0,15.06473159,0,0,0,0,11.69700906
VIRSorter_NODE_2635_length_3877_cov_2_6821-cat_2,0,0,0,9.372055141,14.8050455,0,0,0,16.51145524,17.31578344,0,0,0,9.801619074,17.45822247
VIRSorter_NODE_2655_length_3851_cov_4_77608-cat_2,0,0,0,0,24.20927083,0,0,0,0,8.796417988,0,0,0,0,16.75989357
VIRSorter_NODE_2672_length_3835_cov_3_05952-cat_2,0,0,0,0,12.19905535,0,0,0,0,9.385154625,0,0,0,0,9.340149023
VIRSorter_NODE_2697_length_3814_cov_3_946-cat_2,0,0,0,0,22.16980028,0,0,0,0,22.33736064,0,0,0,0,20.1206014
VIRSorter_NODE_2700_length_3813_cov_2_77089-cat_2,0,0,0,0,15.86254875,0,0,0,0,13.81799519,0,0,0,0,9.60202236
VIRSorter_NODE_2699_length_3813_cov_3_73763-cat_2,0,0,0,6.042057527,19.52604215,0,0,0,8.705018921,12.70978505,0,0,0,9.378804133,11.08597127
VIRSorter_NODE_2710_length_3807_cov_2_77399-cat_2,0,0,0,0,8.837705732,0,0,0,9.715924344,5.921997937,0,0,0,0,0
VIRSorter_NODE_2723_length_3798_cov_3_0692-cat_2,0,0,0,0,16.80674808,0,0,0,0,15.96515233,0,0,0,0,11.2605535
VIRSorter_NODE_2759_length_3769_cov_32_6979-cat_2,0,0,0,50.36192268,91.58733504,0,0,0,102.4945776,104.10249,0,0,0,61.30816636,83.14478453
VIRSorter_NODE_2766_length_3766_cov_2_79601-cat_2,0,0,0,0,15.03165334,0,0,0,0,17.21188874,0,0,0,0,12.87543907
VIRSorter_NODE_2778_length_3753_cov_3_71444-cat_2,0,0,5.200475844,4.771852251,20.92345716,0,0,5.998741355,0,18.35473045,0,0,9.711044916,5.227530173,13.26824908
VIRSorter_NODE_2801_length_3740_cov_5_85726-cat_2,0,0,0,7.998860248,21.52774473,0,0,0,10.95147542,21.47157147,0,0,0,12.53069733,18.54936138
VIRSorter_NODE_2817_length_3728_cov_7_37925-cat_2,0,0,0,135.4656761,34.63323144,0,0,0,224.3086811,32.5190413,0,0,0,0,37.36059609
VIRSorter_NODE_2822_length_3727_cov_3_35267-cat_2,0,0,0,0,18.95952255,0,0,0,9.659762931,16.6231521,0,0,0,0,17.67645025
VIRSorter_NODE_2833_length_3718_cov_4_30303-cat_2,0,0,0,0,22.96292771,0,0,0,0,28.05156917,0,0,0,0,21.82277809
VIRSorter_NODE_2847_length_3705_cov_3_49315-cat_2,0,0,0,0,14.16298995,0,0,0,0,10.00852283,0,0,0,0,11.91523684
VIRSorter_NODE_2850_length_3704_cov_2_83228-cat_2,0,0,0,0,14.08745401,0,0,0,0,13.64483735,0,0,0,0,13.53012242
VIRSorter_NODE_2854_length_3700_cov_3_43567-cat_2,0,0,6.425587941,6.865974462,20.31916959,0,0,0,12.46783355,14.12967929,0,0,0,7.264729431,15.10136244
VIRSorter_NODE_2856_length_3699_cov_3_22887-cat_2,0,0,0,12.35875403,17.97755525,0,0,0,15.61287265,29.50609498,0,0,0,0,26.44920705
VIRSorter_NODE_2867_length_3686_cov_3_00744-cat_2,0,0,2.850260799,0,13.40763049,0,0,0,0,10.2509438,0,0,0,7.918170703,11.12961683
VIRSorter_NODE_2879_length_3677_cov_4_24489-cat_2,0,0,0,8.685457694,25.68222178,0,0,0,12.97328626,21.29841363,0,0,0,11.18537706,18.85488027
VIRSorter_NODE_2883_length_3674_cov_3_25532-cat_2,0,0,0,0,17.67541146,0,0,0,0,14.61452122,0,0,0,5.458156504,11.04232571
VIRSorter_NODE_2923_length_3645_cov_3_88162-cat_2,0,0,0,0,15.86254875,0,0,0,0,10.07778596,0,0,0,0,6.721415652
VIRSorter_NODE_2976_length_3606_cov_4_01577-cat_2,0,0,0,6.557005611,16.65567619,0,0,0,14.0403531,16.03441547,0,0,0,8.725362862,12.70085685
VIRSorter_NODE_2987_length_3598_cov_3_16935-cat_2,0,0,0,0,13.33209454,0,0,0,0,8.484733886,0,0,0,0,10.16941459
VIRSorter_NODE_2996_length_3593_cov_3_20464-cat_2,0,0,0,6.38535625,17.75094741,0,0,0,10.4460227,13.67946892,0,0,0,5.880971444,12.04617351
VIRSorter_NODE_3005_length_3590_cov_3_08515-cat_2,0,0,0,0,12.42566319,0,0,0,11.11995965,6.545366141,0,0,0,0,0
VIRSorter_NODE_3019_length_3577_cov_6_11556-cat_2,0,0,40.8787404,281.8825815,29.98777073,0,0,8.725441971,483.4374379,29.92167379,0,0,0,118.0806815,24.26692924
VIRSorter_NODE_3034_length_3569_cov_3_40211-cat_2,0,0,0,0,18.09085917,0,0,0,0,17.17725717,0,0,0,0,18.81123472
VIRSorter_NODE_3060_length_3549_cov_4_62335-cat_2,0,0,0,0,22.01872838,0,0,0,0,12.88294288,0,0,0,0,13.0500213
VIRSorter_NODE_3098_length_3528_cov_2_66743-cat_2,0,0,0,0,12.08575143,0,0,0,0,5.679576968,0,0,0,0,0
VIRSorter_NODE_3099_length_3527_cov_4_24741-cat_2,0,0,0,4.874841868,16.58014024,0,0,0,11.11995965,17.07336247,0,0,0,8.379423365,10.91138905
VIRSorter_NODE_3116_length_3517_cov_4_20566-cat_2,0,0,5.250480419,0,16.54237227,0,0,6.616793495,9.098148808,17.52357284,0,0,0,0,10.43128793
VIRSorter_NODE_3160_length_3488_cov_3_5418-cat_2,0,0,0,0,16.46683632,0,0,0,0,8.831049555,0,0,0,0,10.86774349
VIRSorter_NODE_3161_length_3487_cov_11_7538-cat_2,0,0,0,10.23030195,62.61929959,0,0,0,17.6908449,67.73934482,0,0,0,12.56913505,55.95360303
VIRSorter_NODE_3168_length_3484_cov_2_24293-cat_2,0,0,0,0,12.23682332,0,0,0,0,8.138418217,0,0,0,0,10.64951571
VIRSorter_NODE_3208_length_3454_cov_3_1724-cat_2,0,0,0,5.561439314,10.83940831,0,0,0,13.47873897,14.54525809,0,0,0,5.227530173,17.45822247
VIRSorter_NODE_3245_length_3432_cov_3_4658-cat_2,0,0,6.475592517,6.316696505,19.48827418,0,0,0,13.08560909,20.88283483,0,0,0,8.840676027,16.41072913
VIRSorter_NODE_3252_length_3429_cov_2_6722-cat_2,0,0,0,6.797314717,14.31406185,0,0,0,13.25409332,15.34178413,0,0,0,8.187234756,9.427440136
VIRSorter_NODE_3288_length_3412_cov_3_00149-cat_2,0,0,0,0,14.27629387,0,0,0,0,11.15136454,0,0,0,0,13.4428313
VIRSorter_NODE_3291_length_3410_cov_4_89538-cat_2,0,0,0,0,24.92686232,0,0,0,0,23.34167608,0,0,0,0,14.22845132
VIRSorter_NODE_3303_length_3402_cov_2_25934-cat_2,0,0,0,0,12.53896711,0,0,0,0,11.0821014,0,0,0,0,12.17711018
VIRSorter_NODE_3341_length_3373_cov_3_97679-cat_2,0,0,0,0,21.03676108,0,0,0,0,16.9348362,0,0,0,0,12.04617351
VIRSorter_NODE_3354_length_3366_cov_2_96919-cat_2,0,678.7536905,387.3604435,0,16.16469253,0,1336.243193,473.3915829,0,13.99115302,0,987.7232178,622.683971,0,15.05771688
VIRSorter_NODE_3355_length_3364_cov_3_65246-cat_2,0,0,0,0,16.39130037,0,0,0,0,10.18168066,0,0,0,0,9.60202236
VIRSorter_NODE_3396_length_3343_cov_8_30231-cat_2,0,0,0,10.36762144,36.48386212,0,0,0,14.43348298,37.40209223,0,0,0,15.2982133,35.92029274
VIRSorter_NODE_3405_length_3339_cov_5_23112-cat_2,0,0,0,9.475044758,27.72169234,0,0,0,20.49891552,30.19872632,0,0,0,14.60633431,27.1911815
VIRSorter_NODE_3447_length_3314_cov_5_69316-cat_2,0,0,0,0,31.34741777,0,0,0,0,33.24630421,0,0,0,0,31.33750934
VIRSorter_NODE_3452_length_3310_cov_3_12043-cat_2,0,0,0,0,17.9020193,0,0,0,0,10.2509438,0,0,0,0,12.65721129
VIRSorter_NODE_3464_length_3303_cov_2_45474-cat_2,0,0,0,6.659995228,13.02995076,0,0,0,6.290078188,14.47599496,0,0,0,7.687544372,11.08597127
VIRSorter_NODE_3471_length_3297_cov_5_36336-cat_2,0,0,0,0,28.51481978,0,0,0,0,23.20314981,0,0,0,0,26.1000426
VIRSorter_NODE_3512_length_3274_cov_3_13607-cat_2,5591.016401,926.6492835,21.30194913,0,16.73121213,497.059941,98.0520467,25.55827377,0,8.65789172,438.2635248,113.9115793,21.22451862,0,11.21690794
VIRSorter_NODE_3536_length_3263_cov_3_24969-cat_2,0,0,0,0,11.93467954,0,0,0,0,6.787787109,0,0,0,0,9.514731248
VIRSorter_NODE_3544_length_3260_cov_3_12449-cat_2,0,0,0,0,15.74924483,0,0,0,0,15.82662606,0,0,0,0,15.01407133
VIRSorter_NODE_3548_length_3257_cov_11_8014-cat_2,0,0,0,16.75297769,28.28821194,0,0,0,21.39749812,24.44988622,0,0,0,14.14508164,15.27594466
VIRSorter_NODE_3556_length_3253_cov_3_75578-cat_2,0,0,0,0,16.84451605,0,0,0,0,17.45430971,0,0,0,0,14.22845132
VIRSorter_NODE_3585_length_3239_cov_3_17494-cat_2,0,0,0,0,14.35182982,0,0,0,0,14.33746869,0,0,0,0,0
VIRSorter_NODE_3629_length_3214_cov_3_43336-cat_2,0,0,0,0,19.0350585,0,0,0,0,14.33746869,0,0,0,0,8.030782338
VIRSorter_NODE_3637_length_3209_cov_4_85257-cat_2,0,0,0,0,12.1235194,0,0,0,0,10.70115417,0,0,0,0,8.685465681
VIRSorter_NODE_3676_length_3191_cov_3_4477-cat_2,0,0,0,0,18.92175458,0,0,0,0,12.05178527,0,0,0,0,14.22845132
VIRSorter_NODE_3689_length_3186_cov_1_99713-cat_2,0,0,0,0,10.91494426,0,0,0,0,6.406839873,0,0,0,4.34346257,9.296503467
VIRSorter_NODE_3708_length_3170_cov_3_30915-cat_2,0,0,0,8.891436928,12.87887887,0,0,0,10.4460227,6.99557651,0,0,0,7.533793484,8.249010119
VIRSorter_NODE_3783_length_3130_cov_2_8813-cat_2,0,0,0,0,13.86084617,0,0,0,0,14.71841592,0,0,0,0,10.86774349
VIRSorter_NODE_3811_length_3117_cov_2_97257-cat_2,0,0,0,0,11.02824818,0,0,0,0,0,0,0,0,0,0
VIRSorter_NODE_3820_length_3111_cov_5_04188-cat_2,0,0,0,0,25.49338192,0,0,0,11.40076672,17.35041501,0,0,0,7.303167153,14.57761577
VIRSorter_NODE_3832_length_3103_cov_3_30151-cat_2,0,0,3.375308841,4.771852251,11.33039196,0,0,0,8.311889034,9.939259695,0,0,0,0,12.65721129
VIRSorter_NODE_3839_length_3102_cov_3_1444-cat_2,0,0,5.325487282,0,13.74754225,0,0,5.853317322,0,10.70115417,0,0,0,0,15.75604578
VIRSorter_NODE_3859_length_3093_cov_2_45918-cat_2,0,0,0,0,10.0085129,0,0,0,0,0,0,0,0,0,9.60202236
VIRSorter_NODE_3868_length_3086_cov_2_65259-cat_2,0,0,0,7.449582291,14.8050455,0,0,0,12.58015638,11.77473274,0,0,0,8.725362862,8.205364563
VIRSorter_NODE_3872_length_3083_cov_2_42305-cat_2,0,0,0,0,8.837705732,0,0,0,0,7.411155313,0,0,0,0,9.776604585
VIRSorter_NODE_3876_length_3081_cov_5_05948-cat_2,0,0,3.575327142,56.60995944,25.75775773,0,0,0,104.2917428,31.583989,0,0,0,56.38813797,22.08465143
VIRSorter_NODE_3904_length_3070_cov_2_42985-cat_2,0,0,11.25102947,0,12.80334292,0,0,6.035097363,0,20.08630879,0,0,0,0,14.79584355
VIRSorter_NODE_3910_length_3066_cov_4_43839-cat_2,0,0,0,0,27.45731653,0,0,0,8.424211859,19.53220372,0,0,0,0,15.10136244
VIRSorter_NODE_3912_length_3065_cov_2_99502-cat_2,0,0,0,0,15.90031672,0,0,0,0,14.23357399,0,0,0,0,14.66490688
VIRSorter_NODE_3917_length_3064_cov_2_64374-cat_2,0,0,0,0,14.16298995,0,0,0,0,12.19031154,0,0,0,0,12.39533796
VIRSorter_NODE_3928_length_3057_cov_2_79747-cat_2,0,0,0,0,12.35012724,0,0,0,7.918759147,11.11673297,0,0,0,0,10.99868016
VIRSorter_NODE_3932_length_3054_cov_18_1904-cat_2,0,0,0,0,51.81765925,0,0,0,0,55.09882291,0,0,0,0,49.45041516
VIRSorter_NODE_3969_length_3039_cov_5_37299-cat_2,0,0,0,0,24.36034272,0,0,0,0,26.42388553,0,0,0,0,26.01275149
VIRSorter_NODE_4044_length_3006_cov_2_63097-cat_2,0,0,0,0,14.08745401,0,0,0,0,10.59725947,0,0,0,0,11.60971795
VIRSorter_NODE_4084_length_2991_cov_3_56676-cat_2,0,0,0,0,19.18613039,0,0,0,0,17.59283598,0,0,0,0,13.4428313
VIRSorter_NODE_4113_length_2979_cov_5_11389-cat_2,0,0,0,0,32.06500926,0,0,0,0,27.56672724,0,0,0,0,17.72009581
VIRSorter_NODE_4150_length_2965_cov_3_33162-cat_2,0,0,0,6.83164459,18.58184282,0,0,0,9.828247169,22.0603081,0,0,0,7.533793484,11.47878128
VIRSorter_NODE_4155_length_2961_cov_3_45114-cat_2,0,0,0,0,16.20246051,0,0,0,0,9.10810209,0,0,0,0,12.83179352
VIRSorter_NODE_4191_length_2944_cov_2_62028-cat_2,0,0,251.5480166,0,12.84111089,0,187.6876087,176.5811319,0,0,0,138.3668119,235.0146438,0,7.725263445
VIRSorter_NODE_4228_length_2926_cov_3_2574-cat_2,0,0,2.72524936,21.11287147,18.0530912,0,0,0,35.71865828,30.30262102,0,0,0,27.71359746,35.6584194
VIRSorter_NODE_4244_length_2919_cov_3_26187-cat_2,0,0,0,0,18.12862714,0,0,0,0,16.6231521,0,0,0,0,12.39533796
VIRSorter_NODE_4266_length_2910_cov_2_21506-cat_2,0,0,0,0,13.89861414,0,0,0,0,19.98241409,0,0,0,0,15.01407133
VIRSorter_NODE_4281_length_2902_cov_2_79979-cat_2,0,0,0,0,14.31406185,0,0,0,0,12.05178527,0,0,0,0,7.376098995
VIRSorter_NODE_4372_length_2870_cov_3_36838-cat_2,0,0,0,0,6.987075044,0,0,0,0,0,0,0,0,0,5.324757854
VIRSorter_NODE_4445_length_2846_cov_3_34432-cat_2,0,0,0,7.964530376,19.79041796,0,0,0,9.266633045,17.28115187,0,0,0,5.957846888,17.93832359
VIRSorter_NODE_4441_length_2846_cov_34_9452-cat_2,0,0,62.28069868,234.7476669,65.14975379,0,0,37.55575648,362.1287871,72.89944828,0,0,37.99814166,237.0454307,48.62114959
VIRSorter_NODE_4481_length_2832_cov_4_26071-cat_2,0,0,0,0,16.80674808,0,0,0,0,12.36346938,0,0,0,0,17.58915914
VIRSorter_NODE_4483_length_2832_cov_2_69499-cat_2,0,0,0,0,9.593065196,0,0,0,0,6.857050242,0,0,0,0,8.030782338
VIRSorter_NODE_4502_length_2823_cov_3_37897-cat_2,0,0,9.025825863,0,18.58184282,0,0,10.03425827,7.581790673,38.1639867,0,0,7.687910558,8.456298809,23.48130923
VIRSorter_NODE_4523_length_2817_cov_4_03186-cat_2,0,0,0,7.174943313,21.30113689,0,0,0,9.772085756,20.88283483,0,0,0,7.64910665,15.66875467
VIRSorter_NODE_4576_length_2794_cov_2_45747-cat_2,0,0,0,8.61679795,13.36986252,0,0,0,17.29771502,11.91325901,0,0,0,3.997523073,7.507035664
VIRSorter_NODE_4581_length_2791_cov_2_76023-cat_2,0,0,0,0,15.14495726,0,0,0,0,18.11230948,0,0,0,0,16.71624802
VIRSorter_NODE_4602_length_2784_cov_2_45584-cat_2,0,0,0,0,13.02995076,0,0,0,0,9.696838727,0,0,0,0,7.507035664
VIRSorter_NODE_4615_length_2777_cov_2_65173-cat_2,0,0,0,0,13.18102265,0,0,0,0,7.237997478,0,0,0,0,0
VIRSorter_NODE_4630_length_2772_cov_5_28561-cat_2,0,0,0,0,26.28650936,0,0,0,0,18.49325671,0,0,0,0,17.15270358
VIRSorter_NODE_4655_length_2763_cov_2_98966-cat_2,0,0,0,0,10.80164034,0,0,0,0,5.88736637,0,0,0,0,8.990984574
VIRSorter_NODE_4667_length_2760_cov_2_33087-cat_2,0,0,0,0,12.46343116,0,0,0,9.996731406,12.67515348,0,0,0,8.763800584,10.30035126
VIRSorter_NODE_4673_length_2758_cov_3_20533-cat_2,0,0,0,0,9.177617491,0,0,0,0,9.558312459,0,0,0,0,9.514731248
VIRSorter_NODE_4693_length_2748_cov_4_32714-cat_2,0,0,6.100558201,4.874841868,23.49167934,0,0,0,17.80316773,19.15125649,0,0,0,8.955989193,19.37862695
VIRSorter_NODE_4713_length_2742_cov_3_06848-cat_2,0,0,0,7.518242036,16.54237227,0,0,0,16.56761666,12.74441661,0,0,0,10.10912085,8.292655675
VIRSorter_NODE_4721_length_2740_cov_2_48305-cat_2,0,0,0,0,10.76387237,0,0,0,0,10.73578573,0,0,0,0,6.372251203
VIRSorter_NODE_4753_length_2728_cov_7_14927-cat_2,0,0,0,14.34988663,31.68732952,0,0,0,22.46456496,30.47577886,0,0,0,30.28892482,29.89720599
VIRSorter_NODE_4779_length_2719_cov_2_20571-cat_2,0,0,0,0,12.08575143,0,0,0,0,16.9348362,0,0,0,0,11.69700906
VIRSorter_NODE_4807_length_2711_cov_5_74586-cat_2,0,0,0,0,30.21437857,0,0,0,0,25.93904359,0,0,0,6.649725881,15.45052689
VIRSorter_NODE_4833_length_2703_cov_2_73527-cat_2,0,0,5.075464405,0,14.8050455,0,0,0,0,13.57557422,0,0,6.657951249,0,14.8394891
VIRSorter_NODE_4846_length_2700_cov_1_9811-cat_2,0,0,0,0,10.61280047,0,0,0,0,9.731470294,0,0,0,0,10.16941459
VIRSorter_NODE_4884_length_2686_cov_2_95857-cat_2,0,0,0,8.067519993,15.90031672,0,0,0,8.761180333,16.24220487,0,0,0,9.72474363,11.87159128
VIRSorter_NODE_4911_length_2679_cov_2_6109-cat_2,0,0,0,0,14.38959779,0,0,0,0,12.91757445,0,0,0,0,14.18480576
VIRSorter_NODE_4919_length_2676_cov_2_57802-cat_2,0,0,0,0,11.1415521,0,0,0,0,9.073470523,0,0,0,0,6.023086753
VIRSorter_NODE_4928_length_2673_cov_4_62987-cat_2,0,0,0,0,18.65737877,0,0,0,0,20.60578229,0,0,0,0,16.49802024
VIRSorter_NODE_4932_length_2672_cov_4_02598-cat_2,0,0,0,12.08411505,22.77408785,0,0,0,11.96238084,27.46283254,0,0,0,11.22381478,21.56090475
VIRSorter_NODE_4980_length_2652_cov_6_32538-cat_2,0,0,0,0,36.18171834,0,0,0,0,24.55378092,0,0,0,6.649725881,28.32596596
VIRSorter_NODE_5032_length_2639_cov_2_64125-cat_2,0,0,0,0,12.72780697,0,0,0,0,11.80936431,0,0,0,0,0
VIRSorter_NODE_5054_length_2631_cov_4_12733-cat_2,0,0,0,6.900304334,16.20246051,0,0,0,0,10.90894357,0,0,0,6.880352213,9.95118681
VIRSorter_NODE_5075_length_2625_cov_2_90078-cat_2,0,0,7.725706902,6.007727654,15.67370888,0,0,6.216877404,10.50218412,16.6231521,0,0,5.186580807,6.572850438,11.30419905
VIRSorter_NODE_5078_length_2624_cov_2_49591-cat_2,0,0,0,7.449582291,10.49949655,0,0,0,8.761180333,8.831049555,0,0,0,4.996903842,0
VIRSorter_NODE_5090_length_2621_cov_2_8523-cat_2,0,0,0,0,15.25826118,0,0,0,0,11.77473274,0,0,0,0,12.83179352
VIRSorter_NODE_5145_length_2604_cov_4_57081-cat_2,0,0,0,0,16.08915659,0,0,0,0,15.41104726,0,0,0,0,10.38764237
VIRSorter_NODE_5213_length_2579_cov_4_07488-cat_2,0,1217.495409,539.6993825,0,23.41614339,0,1958.095164,687.4921153,0,24.17283368,0,1501.60236,875.3182758,0,19.81508251
VIRSorter_NODE_5219_length_2578_cov_2_51962-cat_2,0,0,0,0,6.458323419,0,0,0,9.828247169,0,0,0,0,6.265348663,0
VIRSorter_NODE_5242_length_2571_cov_3_74722-cat_2,0,0,0,0,10.72610439,0,0,0,8.536534684,7.134102777,0,0,0,0,9.340149023
VIRSorter_NODE_5249_length_2570_cov_1_71173-cat_2,0,0,0,0,10.0085129,0,0,0,6.3462396,14.02578459,0,0,0,0,0
VIRSorter_NODE_5374_length_2535_cov_3_88347-cat_2,0,0,0,63.51026377,22.81185582,0,0,0,103.6739673,31.82640996,0,0,0,63.99880689,33.56343271
VIRSorter_NODE_5392_length_2530_cov_3_74707-cat_2,0,0,0,0,16.73121213,0,0,0,0,12.19031154,0,0,0,0,10.69316127
VIRSorter_NODE_5497_length_2500_cov_2_0953-cat_2,0,0,0,0,12.38789521,0,0,0,0,7.895997249,0,0,0,0,8.205364563
VIRSorter_NODE_5506_length_2497_cov_2_95455-cat_2,0,0,0,0,12.23682332,0,0,0,0,9.835364994,0,0,0,0,10.47493348
VIRSorter_NODE_5517_length_2492_cov_6_62782-cat_2,0,0,0,13.49163982,37.73020524,0,0,0,18.92639598,48.48419363,0,0,0,14.02976848,45.34773288
VIRSorter_NODE_5546_length_2484_cov_2_53643-cat_2,0,0,0,0,13.6720063,0,0,0,0,7.930628816,0,0,0,0,0
VIRSorter_NODE_5582_length_2475_cov_5_9157-cat_2,0,0,0,6.110717271,30.51652236,0,0,0,11.11995965,30.64893669,0,0,0,13.68382898,33.34520492
VIRSorter_NODE_5616_length_2467_cov_9_46186-cat_2,0,0,25.02729,12.3930839,48.98506126,0,10.56268829,28.86667052,25.72192688,49.69629847,0,10.08858158,35.20253782,23.52388578,36.61862164
VIRSorter_NODE_5680_length_2447_cov_12_4732-cat_2,0,0,0,7.586901781,54.80132913,0,0,0,14.20883734,56.17240148,0,0,0,8.955989193,42.29254394
VIRSorter_NODE_5733_length_2437_cov_2_98741-cat_2,0,0,0,0,14.72950955,0,0,0,0,14.64915279,0,0,0,0,11.6533635
VIRSorter_NODE_5731_length_2437_cov_3_07976-cat_2,0,0,0,6.488345867,18.27969903,0,0,0,10.83915259,13.64483735,0,0,0,5.842533722,13.4428313
VIRSorter_NODE_5730_length_2437_cov_3_53526-cat_2,0,0,0,0,19.07282647,0,0,0,0,15.75736293,0,0,0,0,15.93062801
VIRSorter_NODE_5741_length_2435_cov_2_98908-cat_2,0,0,0,0,10.83940831,0,0,0,0,8.380839185,0,0,0,0,7.725263445
VIRSorter_NODE_5753_length_2432_cov_3_33319-cat_2,0,0,0,0,18.61961079,0,0,0,0,20.64041386,0,0,0,0,21.5172592
VIRSorter_NODE_5794_length_2421_cov_7_23838-cat_2,0,0,0,0,21.22560095,0,0,0,0,8.311576051,0,0,0,0,12.26440129
VIRSorter_NODE_5832_length_2412_cov_3_27153-cat_2,0,0,0,0,18.4685389,0,0,0,0,15.51494196,0,0,0,0,12.65721129
VIRSorter_NODE_5944_length_2383_cov_3_43342-cat_2,0,0,0,0,13.63423833,0,0,0,0,7.272629045,0,0,0,0,7.856200113
VIRSorter_NODE_6022_length_2365_cov_2_57965-cat_2,0,0,0,0,14.54066969,0,0,0,0,10.2509438,0,0,0,0,10.51857904
VIRSorter_NODE_6044_length_2361_cov_1_9484-cat_2,0,0,0,0,10.5750325,0,0,0,0,9.523680892,0,0,0,0,9.427440136
VIRSorter_NODE_6126_length_2344_cov_1_97816-cat_2,0,0,0,4.840511996,10.80164034,0,0,0,9.322794457,8.276944485,0,0,0,0,6.721415652
VIRSorter_NODE_6183_length_2332_cov_3_93368-cat_2,0,0,0,0,19.90372188,0,0,0,14.71429005,19.46294059,0,0,0,0,8.598174568
VIRSorter_NODE_6188_length_2331_cov_3_5123-cat_2,0,0,0,0,11.51923183,0,0,0,0,13.67946892,0,0,0,0,12.3516924
VIRSorter_NODE_6190_length_2331_cov_2_59139-cat_2,0,0,0,0,13.93638212,0,0,0,0,10.83968043,0,0,0,0,14.79584355
VIRSorter_NODE_6286_length_2309_cov_4_37578-cat_2,0,0,0,0,24.20927083,0,0,0,0,43.35872174,0,0,0,7.149416266,47.83552958
VIRSorter_NODE_6362_length_2292_cov_5_06348-cat_2,0,0,0,0,11.85914359,0,0,0,0,15.54957353,0,0,0,0,11.43513572
VIRSorter_NODE_6369_length_2291_cov_3_84571-cat_2,0,0,0,51.08285,17.29773173,0,0,0,62.28300634,9.21199679,0,0,0,28.67454051,8.379946787
VIRSorter_NODE_6390_length_2286_cov_3_5195-cat_2,0,0,0,0,21.64104865,0,0,0,0,30.30262102,0,0,0,0,19.07310805
VIRSorter_NODE_6543_length_2253_cov_4_52047-cat_2,0,0,0,0,14.42736577,0,0,0,0,12.46736408,0,0,0,0,9.121921242
VIRSorter_NODE_6602_length_2242_cov_2_50846-cat_2,0,0,0,0,9.932976955,0,0,0,0,0,0,0,0,0,0
VIRSorter_NODE_6658_length_2229_cov_2_27783-cat_2,0,0,0,0,11.85914359,0,0,0,0,15.06473159,0,0,0,0,13.13731241
VIRSorter_NODE_6655_length_2229_cov_5_31233-cat_2,0,0,0,0,26.43758125,0,0,0,0,23.61872861,0,0,0,0,28.02044707
VIRSorter_NODE_6669_length_2226_cov_11_6449-cat_2,0,0,0,222.2172635,40.0340516,0,0,0,402.1718741,52.25903442,0,0,0,168.3572217,43.7328473
VIRSorter_NODE_6684_length_2225_cov_3_46774-cat_2,0,0,0,0,11.5569998,0,0,0,0,5.610313835,0,0,0,0,0
VIRSorter_NODE_6708_length_2221_cov_2_62465-cat_2,0,0,5.075464405,6.179377016,14.27629387,0,0,0,0,11.0821014,0,0,0,7.45691804,11.78430017
VIRSorter_NODE_6774_length_2210_cov_2_33411-cat_2,0,0,0,0,12.80334292,0,0,0,0,8.450102319,0,0,0,0,0
VIRSorter_NODE_6890_length_2189_cov_2_49953-cat_2,0,0,0,0,13.63423833,0,0,0,0,13.92188989,0,0,0,0,10.16941459
VIRSorter_NODE_6920_length_2182_cov_2_79173-cat_2,0,0,0,0,14.88058145,0,0,0,0,12.36346938,0,0,0,0,7.812554557
VIRSorter_NODE_6951_length_2175_cov_2_4217-cat_2,0,0,0,0,13.18102265,0,0,0,0,11.46304864,0,0,0,0,0
VIRSorter_NODE_7045_length_2157_cov_2_4334-cat_2,0,0,3.250297402,6.83164459,13.48316644,0,0,0,13.02944768,13.47167952,0,0,0,0,10.30035126
