vOTU,AI05,AI15,AI20,AI28,AI40,AII05,AII15,AII20,AII28,AII40,AIII05,AIII15,AIII20,AIII28,AIII40
NODE_1168_length_5801_cov_4_73321,0,0,13.97627883,0,0,0,0,13.85163913,0,0,0,0,18.318562,0,0
NODE_364_length_12740_cov_4_30099,0,0,10.65097456,0,0,0,0,10.65231041,0,0,0,0,23.39479002,0,0
NODE_349_length_13271_cov_3_54025,0,0,4.15037976,0,0,0,0,17.37817193,0,0,0,0,18.72318887,0,0
NODE_2991_length_2934_cov_4_3859,0,0,28.97765146,0,0,0,0,21.05012875,0,0,0,0,17.17824991,0,0
NODE_3657_length_2541_cov_3_06999,0,0,14.07628798,0,0,0,0,9.743410201,0,0,0,0,16.92076008,0,0
NODE_1268_length_5498_cov_5_52434,0,0,13.10119876,0,0,0,10.47852345,8.652729954,0,0,0,10.47169227,21.96020384,0,0
NODE_911_length_6970_cov_23_7686,0,0,215.4697155,5.286800336,0,0,0,131.8632418,12.01854225,0,0,0,115.2083056,0,0
NODE_496_length_10385_cov_3_3788,0,0,7.900722916,0,0,0,0,12.47011082,0,0,0,0,17.84036661,0,0
NODE_696_length_8413_cov_10_5822,0,0,30.9278299,0,0,0,0,32.79311941,0,0,0,0,51.9393766,0,0
NODE_3160_length_2824_cov_14_714,0,0,178.5663388,198.3923321,9.215385464,0,0,75.18422498,332.9248527,10.90894357,0,0,71.1039766,155.4421472,11.2605535
NODE_547_length_9793_cov_3_3434,0,0,7.775711478,0,0,0,0,11.23400654,0,0,0,0,17.61966104,0,0
NODE_537_length_9887_cov_25_8268,0,0,250.447916,10.84823965,6.11841166,0,0,131.8632418,18.64558891,5.610313835,0,0,136.1017659,11.33912795,0
NODE_2831_length_3043_cov_4_64458,0,78.968105,7.875720628,0,0,0,154.6108239,10.14332629,0,0,0,125.6603072,13.90445067,0,0
NODE_1436_length_5023_cov_2_92653,0,0,11.05101117,0,0,0,0,9.125358061,0,0,0,0,15.30225259,0,0
NODE_1568_length_4715_cov_3_86502,0,0,41.67881361,281.0586646,305.0896876,0,0,17.2691039,473.3283836,336.549567,0,0,18.64962035,280.5953696,276.7564718
NODE_1736_length_4343_cov_4_2465,0,0,39.55361916,17.47390501,10.15958479,0,0,24.10403344,27.01363936,10.11241753,0,0,22.95337889,14.4141457,9.252857911
NODE_403_length_11938_cov_26_0905,0,0,23.27712986,0,0,0,0,45.84492636,0,0,0,0,79.78506221,0,0
NODE_1772_length_4260_cov_3_46587,0,0,17.60161055,0,0,0,0,13.23358699,0,0,0,0,17.80358235,0,0
NODE_1295_length_5410_cov_3_00411,0,0,10.1759311,0,0,0,13.00346885,13.52443505,0,0,0,10.85480296,15.78044799,0,0
NODE_1261_length_5518_cov_4_97712,0,0,8.30075952,0,0,0,0,9.343494111,0,0,0,0,15.26546833,0,0
NODE_966_length_6750_cov_4_3519,0,0,6.525597092,0,0,0,29.0368722,8.834509996,0,0,0,19.79405246,13.27911824,0,0
NODE_744_length_8043_cov_5_04594,0,0,11.20102489,0,0,0,0,8.761797979,0,0,0,0,17.36217121,0,0
NODE_1627_length_4574_cov_3_03917,0,0,23.87718476,7.792881014,0,0,0,13.81528312,13.47873897,0,0,0,16.8104073,0,0
NODE_1252_length_5536_cov_4_47035,0,0,14.32631086,0,0,0,0,10.50688637,0,0,0,0,14.67692016,0,0
NODE_2511_length_3321_cov_2_90998,0,0,6.400585654,0,0,0,0,9.525274152,0,0,0,0,11.29276814,0,0
NODE_711_length_8333_cov_5_31807,0,0,8.30075952,0,0,0,0,9.125358061,0,0,0,0,13.9780192,0,0
NODE_312_length_14343_cov_6_12871,0,0,16.6765259,0,0,0,10.14186406,24.06767744,0,0,0,9.513915538,32.4805025,0,0
NODE_1258_length_5527_cov_10_8708,0,0,54.20495975,0,0,0,0,43.55449784,0,0,0,0,56.75811479,0,0
NODE_2186_length_3644_cov_6_17052,0,0,10.70097914,0,0,0,11.06767737,7.889253782,0,0,0,0,13.53660806,0,0
NODE_1306_length_5372_cov_3_65469,0,0,7.900722916,0,0,0,0,6.144165388,0,0,0,0,10.6674357,0,0
NODE_50_length_37003_cov_8_03437,0,0,10.05091966,0,0,0,8.458567119,28.06683834,0,0,0,0,42.44903725,0,0
NODE_1178_length_5761_cov_4_42306,0,0,10.55096541,0,0,0,7.659001073,15.41494748,0,0,0,0,19.67957966,0,0
NODE_4356_length_2258_cov_3_74262,0,0,17.92664029,0,17.22219578,128.947122,10.60477072,10.28875032,0,16.1036786,113.2929715,15.57983484,18.90711018,0,19.50956361
NODE_3508_length_2620_cov_2_29357,0,0,4.400402637,0,0,0,0,9.016290037,0,0,0,0,11.91810058,0,0
NODE_4241_length_2300_cov_1_92918,0,0,5.000457542,0,0,0,0,7.598405716,0,0,0,0,10.55708292,0,0
NODE_1519_length_4834_cov_4_00565,0,93.67950786,3.475317992,0,0,0,222.0689487,7.053065593,0,0,0,164.7375979,19.49565835,0,0
NODE_1026_length_6449_cov_4_90882,0,0,7.800713765,0,0,0,36.0225545,9.488918143,0,0,0,31.41507681,17.80358235,0,0
NODE_162_length_21278_cov_10_8324,0,0,108.8349584,0,0,0,10.2260289,69.76717976,0,0,0,8.173028113,57.23631019,0,0
NODE_856_length_7255_cov_3_97222,0,0,0,0,0,0,0,16.25113567,0,0,0,0,19.38530557,0,0
NODE_358_length_12978_cov_6_42049,0,0,26.92746386,0,0,0,19.02125541,25.52191776,0,0,0,12.13183861,30.93556354,0,0
NODE_323_length_13990_cov_6_25655,0,0,38.05348189,0,0,0,0,28.17590636,0,0,0,0,32.77477659,0,0
NODE_433_length_11346_cov_4_24232,0,0,6.750617682,0,0,0,0,16.06935563,0,0,0,0,22.73267333,0,0
NODE_700_length_8403_cov_105_359,0,0,352.4572498,107.0405419,7.629130589,0,0,287.2124649,200.7208879,11.04746984,0,0,300.8952553,57.23376785,6.328605647
NODE_4846_length_2089_cov_3_72714,0,0,6.700613106,0,0,0,12.49847977,7.307557651,0,0,0,12.83420821,12.32272745,0,0
NODE_472_length_10689_cov_3_79396,0,0,3.750343156,0,0,0,0,17.48723995,0,0,0,0,20.12099079,0,0
NODE_1980_length_3917_cov_7_1784,0,0,19.27676382,0,0,0,62.7448934,23.66776135,0,0,0,51.52838818,34.54042112,0,0
NODE_1850_length_4117_cov_4_79838,0,0,17.12656708,0,0,0,9.300215588,17.92351205,0,0,0,0,22.25447793,0,0
NODE_4916_length_2069_cov_3_43496,0,0,7.600695464,0,0,0,7.532753802,8.616373946,0,0,0,9.57776732,17.25181843,0,0
NODE_2418_length_3412_cov_3_59905,0,0,14.15129484,0,0,0,0,13.96070715,0,0,0,0,17.03111286,0,0
NODE_2351_length_3474_cov_4_87131,0,0,25.70235177,0,0,0,0,19.77766847,0,0,0,0,23.50514281,0,0
NODE_1512_length_4853_cov_2_72614,0,0,7.375674874,0,0,0,0,10.10697028,0,0,0,0,14.1619405,0,0
NODE_115_length_25535_cov_11_9302,0,0,28.77763315,0,0,0,0,30.75718295,0,0,0,0,41.05123533,0,0
NODE_1072_length_6201_cov_3_51025,0,0,6.725615394,0,0,0,0,8.870866004,0,0,0,0,7.430420731,0,0
NODE_978_length_6697_cov_5_39326,0,0,32.25295115,0,0,0,0,23.95860941,0,0,0,0,25.52827717,0,0
NODE_1420_length_5072_cov_4_73729,0,0,21.30194913,0,0,0,18.51626633,20.06851653,0,0,0,15.38827949,24.86616047,0,0
NODE_691_length_8469_cov_6_85049,0,0,4.15037976,0,0,0,12.96138643,16.86918781,0,0,0,11.30176544,36.37963417,0,0
NODE_1153_length_5848_cov_8_66442,0,0,69.68137585,0,0,0,0,40.82779722,12.01854225,0,0,0,44.36181882,0,0
NODE_460_length_10828_cov_7_43804,0,0,33.90310213,6.110717271,0,0,6.017786557,31.011675,9.15431022,0,0,0,37.483162,15.87477913,0
NODE_813_length_7559_cov_5_71082,0,0,21.92700632,0,0,0,10.01561679,22.83157316,0,0,0,10.53554405,29.20670327,0,0
NODE_1337_length_5285_cov_5_3499,0,0,10.75098372,0,0,0,0,7.707473741,0,0,0,0,11.62382649,0,0
NODE_292_length_15071_cov_13_0897,0,0,49.4295228,0,0,0,17.33795847,43.15458175,0,0,0,0,50.72549598,0,0
NODE_1254_length_5533_cov_10_6398,0,0,26.57743184,0,0,0,0,31.19345505,0,0,0,0,55.65458696,0,0
NODE_3845_length_2450_cov_2_97745,0,0,0,0,0,0,0,7.707473741,0,0,0,0,15.44938964,0,0
NODE_2076_length_3794_cov_10_107,0,0,59.38043331,0,0,0,0,33.33845953,8.761180333,0,0,0,37.99814166,0,0
NODE_277_length_15532_cov_4_0608,0,0,15.22639322,0,0,0,0,16.21477966,0,0,0,0,19.31173705,0,0
NODE_4849_length_2087_cov_2_96555,0,0,4.075372897,0,0,0,6.649022909,8.361881889,0,0,0,0,15.52295816,0,0
NODE_551_length_9740_cov_24_7225,0,0,188.9422882,8.136179737,0,0,0,102.7057232,13.81570745,5.3332613,0,0,97.33115472,7.495355762,0
NODE_1106_length_6046_cov_3_18428,0,0,13.60124451,0,0,0,0,16.46927172,0,0,0,0,16.47934895,0,0
NODE_994_length_6616_cov_4_22497,0,0,19.00173866,0,0,0,0,15.0513874,0,0,0,0,22.58553628,0,0
NODE_4312_length_2273_cov_3_71235,0,0,0,0,0,0,56.09587049,8.14374584,0,0,0,51.71994353,19.42208983,0,0
NODE_1468_length_4934_cov_4_9916,0,0,11.25102947,0,0,0,7.406506532,6.471369462,0,0,0,0,16.3322119,0,0
NODE_1663_length_4498_cov_4_90637,0,0,10.00091508,0,0,0,7.280259261,8.071033823,0,0,0,9.25850841,17.10468139,0,0
NODE_1765_length_4273_cov_2_4642,0,0,11.47605006,0,0,0,0,11.41578658,0,0,0,0,12.98484415,0,0
NODE_4188_length_2321_cov_3_85172,0,0,5.700521598,0,0,0,0,15.19681143,0,0,0,0,16.8104073,0,0
NODE_285_length_15278_cov_6_86855,0,0,48.57944502,0,0,0,0,25.37649373,0,0,0,0,29.20670327,0,0
NODE_1326_length_5306_cov_3_66825,0,0,12.25112098,0,0,0,9.510627706,13.08816296,0,0,0,9.130804845,19.67957966,0,0
NODE_2056_length_3819_cov_2_58528,0,0,0,0,0,0,0,7.053065593,6.739369487,0,0,0,13.75731363,0,0
NODE_550_length_9743_cov_10_325,0,0,43.82901035,9.543704502,13.6720063,0,0,38.46465669,16.79226231,13.85262675,0,0,48.55522458,15.33665102,12.52627462
NODE_214_length_17965_cov_26_4677,0,0,200.9683886,5.527109442,0,0,6.733187756,114.7759179,12.2431879,0,0,0,107.2629052,0,0
NODE_1563_length_4725_cov_6_51713,0,0,49.57953653,0,0,0,0,33.01125546,0,0,0,0,33.40010903,0,0
NODE_1368_length_5215_cov_4_4657,0,0,10.82599058,0,0,0,0,12.61553485,0,0,0,0,19.60601114,0,0
NODE_2214_length_3611_cov_3_23453,0,0,15.10138178,0,0,0,6.859435027,17.705376,0,0,0,0,16.9943286,0,0
NODE_619_length_9015_cov_5_51585,0,0,19.10174781,0,0,0,0,24.97657764,0,0,0,0,29.35384031,0,0
NODE_2116_length_3745_cov_3_59837,0,0,15.27639779,0,0,0,19.98915115,12.72460287,0,0,0,13.28117068,20.12099079,0,0
NODE_3727_length_2504_cov_3_07595,0,0,13.57624223,0,0,0,5.049890817,14.65147131,0,0,0,7.917620985,16.29542764,0,0
NODE_2786_length_3078_cov_3_01621,0,0,14.12629256,0,0,0,0,13.12451896,0,0,0,0,15.19189981,0,0
NODE_1000_length_6565_cov_24_9994,0,0,68.93130721,0,0,0,0,72.63930441,0,0,0,0,86.84764033,0,0
NODE_1296_length_5399_cov_3_26834,0,0,9.450864754,0,0,0,0,7.961965798,0,4.571366828,0,0,17.43573974,0,0
NODE_1205_length_5683_cov_7_58831,0,0,73.13169155,0,16.16469253,0,6.059868981,40.60966117,0,16.1036786,0,0,40.72017698,0,12.22075573
NODE_4635_length_2156_cov_4_04902,0,0,15.30140008,0,0,0,7.616918649,16.17842365,0,0,0,0,21.00381306,0,0
NODE_2731_length_3115_cov_2_94183,0,0,7.550690888,0,0,0,0,8.507305922,0,0,0,0,15.92758503,0,0
NODE_173_length_20522_cov_5_80862,0,0,28.2775874,0,0,0,0,28.10319435,0,0,0,0,30.1263098,0,0
NODE_1071_length_6202_cov_9_98178,0,0,12.57615072,0,0,0,0,16.72376378,0,0,0,0,28.87564492,0,0
NODE_3161_length_2823_cov_2_1091,0,0,9.200841877,0,0,0,18.47418391,6.580437486,0,0,0,9.960878013,11.21919962,0,0
NODE_3418_length_2668_cov_8_73823,0,0,46.85428717,5.286800336,0,0,0,32.02964323,0,9.073470523,0,0,37.483162,0,0
NODE_2100_length_3767_cov_3_52721,0,0,16.25148701,0,0,0,18.89500814,13.52443505,0,0,0,13.02576356,18.53926757,0,0
NODE_1796_length_4209_cov_5_09942,0,0,9.150837302,0,0,0,45.7015119,14.50604728,0,0,0,28.66945018,21.59236123,0,0
NODE_1800_length_4197_cov_14_4126,0,0,85.35781024,0,0,0,0,59.07851334,0,0,0,0,73.0903267,0,0
NODE_2084_length_3786_cov_2_60976,0,0,0,0,0,0,5.891539287,0,0,0,0,0,10.70421996,0,0
NODE_2087_length_3781_cov_3_08937,0,0,11.90108895,0,0,0,0,7.889253782,0,0,0,0,17.32538695,0,0
NODE_426_length_11446_cov_3_8037,0,0,10.52596313,0,0,0,0,13.48807905,0,0,0,0,19.90028523,0,0
NODE_2252_length_3576_cov_4_66231,0,0,12.52614614,6.522675739,0,0,0,12.28833078,11.17612107,0,0,0,17.39895547,10.30130946,0
NODE_4329_length_2267_cov_2_88427,0,0,20.07683703,110.9884772,7.817970455,0,0,8.652729954,181.8506533,0,0,0,9.416770827,40.70554745,0
NODE_1235_length_5588_cov_4_53479,0,0,16.65152361,0,0,0,16.87505181,18.54156419,0,0,0,0,24.27761229,0,0
NODE_2787_length_3077_cov_3_16876,0,0,5.925542187,0,0,0,0,14.65147131,0,0,0,0,16.62648599,0,0
NODE_1693_length_4440_cov_3_72771,0,0,0,0,0,0,9.300215588,9.597986168,0,0,0,0,10.92492553,0,0
NODE_4029_length_2379_cov_15_2044,0,0,36.47833777,0,0,0,0,36.35600821,0,0,0,0,59.36979733,0,0
NODE_3372_length_2696_cov_3_55017,0,0,11.22602718,0,0,0,0,10.25239432,0,0,0,0,19.23816853,0,0
NODE_3691_length_2519_cov_3_06575,0,0,0,0,0,0,0,23.95860941,0,0,0,0,16.07472208,0,0
NODE_787_length_7747_cov_5_15276,0,0,15.20139093,0,0,0,18.26377179,18.6142762,0,0,0,14.11124385,27.40427448,0,0
NODE_1828_length_4146_cov_22_1606,0,0,130.0118961,0,0,0,0,101.3605509,0,0,0,0,106.3800829,0,0
NODE_949_length_6805_cov_3_1043,0,0,15.72643897,0,0,0,0,17.05096785,0,0,0,0,15.33903686,0,0
NODE_754_length_7979_cov_6_15472,0,42.44324273,16.82653963,25.19812628,0,0,10.89934768,18.68698822,32.46129636,0,0,0,32.25979694,7.072540822,0
NODE_1187_length_5740_cov_2_98259,0,0,5.875537612,0,0,0,6.522775639,8.434593905,0,0,0,0,15.89080077,0,0
NODE_1324_length_5310_cov_3_36232,0,0,17.05156022,17.13060628,10.31065669,0,0,8.616373946,25.49728123,11.74010117,0,0,11.36633666,12.45382188,8.729111237
NODE_1604_length_4635_cov_4_17402,0,0,7.500686313,11.56916697,0,0,26.68025648,12.72460287,19.99346281,0,0,19.2832382,22.14412515,17.68135205,0
NODE_3900_length_2430_cov_5_48126,0,197.6739074,17.80162885,0,0,0,171.4437932,24.24945748,0,0,0,131.9177819,26.48466795,0,0
NODE_730_length_8189_cov_4_64187,0,0,10.50096084,0,0,0,0,10.83409045,0,0,0,0,17.28860269,0,0
NODE_1077_length_6194_cov_3_50432,0,0,22.40204979,0,0,0,0,12.87002691,0,0,0,0,14.30907755,0,0
NODE_1147_length_5860_cov_4_66701,0,0,25.05229228,0,0,0,0,24.57666155,0,0,0,0,25.78576699,0,0
NODE_981_length_6679_cov_11_4777,0,0,40.32869008,0,0,0,19.23166753,46.09941841,0,0,0,7.151399599,49.73232093,0,0
NODE_908_length_6998_cov_3_69106,0,0,7.575693176,0,0,0,0,11.74299065,0,0,0,0,19.75314818,0,0
NODE_1189_length_5734_cov_73_3166,0,165.2073631,295.8020659,0,0,0,583.6832136,239.113466,0,0,0,502.0027111,288.0943325,0,0
NODE_708_length_8351_cov_3_42044,0,0,13.70125366,0,0,0,0,12.50646683,0,0,0,0,14.75048868,0,0
NODE_2270_length_3554_cov_4_32495,0,0,31.15285049,41.74512473,12.53896711,0,0,11.77934666,88.95967723,17.45430971,0,0,18.02428791,36.24677171,11.04232571
NODE_3858_length_2444_cov_2_12558,0,0,5.12546898,0,0,0,0,7.12577761,0,0,0,0,11.1456311,0,0
NODE_896_length_7047_cov_4_25915,0,0,14.57633373,0,0,0,13.12971612,18.68698822,0,0,0,0,23.94655394,0,0
NODE_2428_length_3407_cov_4_14051,0,0,0,0,0,0,0,5.853317322,0,0,0,0,17.69322956,0,0
NODE_656_length_8747_cov_3_49528,0,0,10.55096541,0,0,0,6.438610792,12.87002691,0,0,0,0,16.36899616,0,0
NODE_1725_length_4366_cov_5_0167,0,0,21.07692854,0,0,0,0,13.99706316,0,0,0,0,20.04742227,0,0
NODE_1305_length_5373_cov_4_67563,0,0,23.35213672,0,0,0,0,17.59630797,0,0,0,0,24.79259194,0,0
NODE_2566_length_3273_cov_3_33126,0,0,55.83010845,62.51469748,7.138146937,0,0,8.652729954,133.1587088,6.891681809,0,0,9.085712478,29.25110633,0
NODE_1443_length_5006_cov_12_2361,0,0,24.12720764,0,0,0,12.03557311,25.63098579,0,0,0,9.322360192,41.60299924,0,0
NODE_1226_length_5607_cov_3_19867,0,0,0,0,0,0,15.90715607,6.435013454,0,0,0,11.74872791,11.03527831,0,0
NODE_958_length_6777_cov_3_23921,0,0,8.000732067,0,0,0,0,9.379850119,0,0,0,0,8.681085607,0,0
NODE_1216_length_5661_cov_4_30592,0,0,25.92737235,11.94679556,27.75946031,0,0,19.70495645,19.31952586,27.84377977,0,0,23.24765298,16.02853001,22.30287921
NODE_4626_length_2160_cov_1_99287,0,0,0,0,0,0,6.606940486,0,0,0,0,0,10.37316161,0,0
NODE_3004_length_2925_cov_28_6875,0,0,87.10797038,0,0,0,0,90.34468041,0,0,0,0,102.6280883,0,0
NODE_555_length_9694_cov_5_38904,0,0,32.5529786,0,0,0,0,21.34097682,0,0,0,0,24.42474933,0,0
NODE_2502_length_3333_cov_2_84716,0,0,7.500686313,0,0,0,7.196094414,10.25239432,0,0,0,0,15.22868407,0,0
NODE_491_length_10452_cov_5_17717,0,0,16.55151446,0,0,0,9.468545282,17.74173201,0,0,0,0,20.4888334,0,0
NODE_2652_length_3188_cov_4_39259,0,0,34.90319364,6.557005611,0,0,0,25.41284974,13.36641615,0,0,0,23.65227985,0,0
NODE_561_length_9601_cov_5_27739,0,0,10.02591737,0,0,0,44.35487434,16.28749168,0,0,0,34.47996235,28.21352822,0,0
NODE_1177_length_5763_cov_4_26577,0,0,7.900722916,0,0,0,0,12.94273892,0,0,0,0,22.21769367,0,0
NODE_971_length_6732_cov_5_68594,0,0,31.60289166,17.19926603,9.706369115,0,0,19.45046439,35.88714252,14.30283712,0,0,25.19721882,14.79852292,11.21690794
NODE_4951_length_2063_cov_2_91086,0,0,9.200841877,0,0,0,0,13.7425711,0,0,0,0,14.97119425,0,0
NODE_487_length_10496_cov_135_171,0,0,292.9268028,22.86369496,0,0,14.72884822,260.0908827,44.98529133,0,0,0,297.1064765,11.72350517,0
NODE_2232_length_3600_cov_12_031,0,0,60.48053397,28.59678363,0,0,0,30.68447093,55.20666838,0,0,0,28.10317544,22.83200678,0
NODE_1419_length_5072_cov_6_27506,0,0,32.42796716,7.174943313,11.17932007,0,7.069847144,28.97573855,12.52399496,14.68378436,0,0,32.62763955,6.726601325,11.60971795
NODE_1230_length_5599_cov_5_79563,0,0,31.80290997,0,0,0,0,15.26952345,0,0,0,0,21.29808714,0,0
NODE_334_length_13624_cov_14_8795,0,0,87.43300012,0,0,0,0,65.73166285,0,0,0,0,76.36412593,0,0
NODE_1955_length_3954_cov_6_1962,0,0,19.9268233,0,0,0,13.42429309,19.41410839,0,0,0,10.34398871,19.90028523,0,0
NODE_1401_length_5118_cov_3_31681,0,0,11.27603176,0,0,0,0,8.652729954,0,0,0,0,18.61283609,0,0
NODE_335_length_13596_cov_14_2398,0,0,69.20633238,0,0,0,8.121907731,56.86079684,0,0,0,0,66.54272823,0,0
NODE_571_length_9473_cov_5_89987,0,97.06143955,6.600603955,0,0,0,422.4654493,12.8336709,0,0,0,253.2361679,24.6454549,0,0
NODE_3709_length_2511_cov_4_37704,0,0,12.75116673,15.17380356,0,0,43.5553083,10.43417436,21.45365953,0,0,32.05359463,20.23134357,8.879113749,0
NODE_278_length_15483_cov_3_86155,0,0,11.37604091,0,0,0,0,15.16045542,0,0,0,0,20.56240192,0,0
NODE_676_length_8579_cov_8_01854,0,0,7.175656573,0,0,0,0,11.16129452,0,0,0,0,29.05956623,0,0
NODE_1441_length_5007_cov_12_6624,0,73.89520746,35.05320737,0,0,0,6.985682297,32.82947542,0,0,0,0,41.19837237,0,0
NODE_3537_length_2605_cov_3_00784,0,0,4.325395774,0,0,0,0,7.380269667,0,0,0,0,15.11833129,0,0
NODE_2203_length_3619_cov_5_1431,0,0,21.9770109,0,0,0,0,19.19597234,0,0,0,0,26.74215778,0,0
NODE_1008_length_6502_cov_6_7315,0,0,10.3759494,0,0,0,5.765292016,11.19765053,0,0,0,0,23.9833382,0,0
NODE_5086_length_2024_cov_4_09954,0,0,0,0,0,0,10.60477072,6.834929544,0,0,0,0,12.54343302,0,0
NODE_688_length_8490_cov_3_93776,0,0,18.55169748,0,0,0,0,18.68698822,0,0,0,0,22.21769367,0,0
NODE_1363_length_5221_cov_24_86,0,0,114.3104594,11.36318773,0,0,18.85292572,117.6843986,20.44275411,4.77915623,0,10.85480296,130.3266369,12.45382188,0
NODE_1290_length_5426_cov_3_07261,0,0,8.700796123,0,0,96.22598252,24.744465,8.979934028,0,6.510734574,79.03546075,23.17819692,14.1619405,0,0
NODE_798_length_7661_cov_14_0881,0,541.6163604,44.07903323,0,0,0,524.2207492,59.00580133,0,0,0,508.3240376,60.36297237,0,0
NODE_2876_length_3009_cov_2_96276,0,0,22.7770841,11.05421888,0,0,0,9.779766209,16.62377807,0,0,0,10.26280883,9.071302358,0
NODE_2253_length_3576_cov_3_0409,0,0,0,0,0,0,0,23.19513324,0,0,0,0,15.92758503,0,0
NODE_2860_length_3022_cov_3_80957,0,0,5.875537612,83.59323907,0,0,0,10.36146234,131.0245751,0,0,0,20.08420653,35.63176816,0
NODE_3203_length_2794_cov_11_023,0,0,37.75345444,5.389789953,0,0,12.20390281,37.73753652,11.45692813,0,0,7.78991742,52.38078773,0,0
NODE_3312_length_2731_cov_10_5333,0,0,60.88057057,0,0,0,0,39.55533693,0,0,0,0,54.69819617,0,0
NODE_217_length_17908_cov_6_04896,0,0,7.650700039,0,0,0,8.9635562,8.725441971,0,0,0,0,15.85401651,0,0
NODE_2051_length_3828_cov_2_92897,0,0,15.07637949,0,0,0,0,11.30671855,0,6.683892408,0,0,15.74366373,0,0
NODE_126_length_24212_cov_5_78685,0,0,21.00192168,0,0,0,0,22.43165707,0,0,0,0,27.07321613,0,0
NODE_1055_length_6268_cov_5_34074,0,0,8.700796123,0,0,0,15.65466153,15.99664361,0,0,0,10.59939583,26.52145221,0,0
NODE_7_length_55889_cov_10_7551,0,0,7.675702327,0,0,0,0,15.30587946,0,0,0,0,28.76529214,0,0
NODE_1165_length_5812_cov_3_93226,0,0,10.50096084,0,0,0,34.97049391,10.50688637,0,0,0,23.49745583,19.12781574,0,0
NODE_1292_length_5418_cov_4_02685,0,0,17.52660368,0,0,0,0,16.65105176,0,0,0,0,23.61549559,0,0
NODE_932_length_6867_cov_4_60115,0,0,13.97627883,0,0,0,0,18.46885217,0,0,0,0,24.68223916,0,0
NODE_2881_length_3005_cov_8_37627,0,0,28.20258054,0,0,0,0,26.86709007,0,0,0,0,36.71069252,0,0
NODE_1834_length_4136_cov_3_92771,0,0,7.675702327,0,0,0,0,7.380269667,0,0,0,0,16.11150634,0,0
NODE_4546_length_2185_cov_7_52066,0,0,9.150837302,0,0,0,56.642942,18.46885217,0,0,0,29.81878226,25.60184569,0,0
NODE_1886_length_4051_cov_3_30881,0,0,11.05101117,0,0,0,0,11.0522265,0,0,0,0,18.79675739,0,0
NODE_1101_length_6079_cov_4_04582,0,0,13.12620105,0,0,0,11.90932584,14.46969127,0,0,0,11.68487613,21.29808714,0,0
NODE_558_length_9631_cov_59_5061,0,0,269.7496821,0,0,0,0,226.0980151,0,0,0,0,313.4386884,0,0
NODE_1369_length_5214_cov_16_4982,0,0,68.65628205,0,9.253153437,0,29.20520189,69.5126877,12.6924792,14.96083689,0,28.41404305,76.91588984,8.610049696,11.47878128
NODE_1179_length_5757_cov_6_094,0,0,25.02729,0,0,0,0,26.75802204,0,0,0,0,32.66442381,0,0
NODE_1680_length_4467_cov_33_1247,0,0,83.50764095,0,0,0,131.5917382,72.74837243,0,0,0,101.9074443,91.07783035,0,0
NODE_814_length_7550_cov_10_6031,0,0,8.375766383,0,0,0,17.29587605,19.77766847,0,0,0,11.94028326,58.41340654,0,0
NODE_1262_length_5516_cov_4_78081,0,0,15.8764527,0,0,0,5.176138088,19.19597234,0,0,0,0,25.08686603,0,0
NODE_803_length_7644_cov_17_8587,0,0,71.28152226,0,0,0,7.99566046,60.67817771,7.806436323,0,0,0,80.85180578,0,0
NODE_2011_length_3884_cov_2_95534,0,0,12.47614157,0,0,0,6.059868981,14.03341917,0,0,0,9.194656627,15.52295816,0,0
NODE_2352_length_3474_cov_3_71775,0,0,6.700613106,0,0,0,4.8394787,8.689085963,0,0,0,0,16.29542764,0,0
NODE_565_length_9535_cov_5_07152,0,0,13.67625138,0,0,0,7.659001073,13.7425711,0,0,0,0,16.00115355,0,0
NODE_210_length_18187_cov_3_87795,0,0,125.1114477,119.6052751,15.14495726,0,0,21.99538497,274.9662751,15.86125763,0,0,20.37848062,56.42657569,11.2605535
NODE_1465_length_4946_cov_8_48088,0,0,49.37951823,0,19.63934607,0,0,26.68531003,0,21.29841363,0,0,33.10583494,0,13.0500213
NODE_1220_length_5646_cov_3_72921,0,0,8.025734355,0,0,0,0,12.79731489,0,0,0,0,19.93706949,0,0
NODE_2305_length_3519_cov_11_737,0,0,28.05256681,0,0,0,0,26.1399699,0,0,0,0,43.99397621,0,0
NODE_1195_length_5711_cov_11_9791,0,30.26828864,13.87626968,15.20813343,0,0,10.09978163,15.19681143,19.9373014,0,0,0,30.45736815,0,0
NODE_861_length_7230_cov_3_04042,0,0,13.37622392,0,0,0,0,11.0522265,0,0,0,0,15.37582112,0,0
NODE_775_length_7839_cov_8_58415,0,0,88.70811679,0,0,0,0,49.95315528,0,0,0,0,46.86314857,0,0
NODE_3920_length_2424_cov_3_58084,0,0,4.025368321,0,0,0,0,6.90764156,0,0,0,0,12.58021728,0,0
NODE_687_length_8493_cov_9_83219,0,0,21.30194913,0,0,0,60.7670195,16.14206765,0,0,0,43.09995294,31.8183858,0,0
NODE_1215_length_5664_cov_3_88679,0,0,0,0,0,0,0,11.34307456,0,0,0,0,15.78044799,0,0
NODE_1513_length_4849_cov_3_79036,0,0,53.62990714,21.25019096,0,0,0,18.21436011,48.18649183,0,0,0,17.69322956,14.4141457,0
NODE_138_length_22911_cov_4_40821,0,0,11.75107522,0,0,0,6.943599874,13.88799514,0,0,0,0,16.1482906,0,0
